onset	duration	sample	type	value
0.304003775864772	0	153	Markers	event: experimentPt2Start
0.362004496260024	0	182	Markers	event: anchorsPresented; scale: Likert-Faszination
1.38001714043877	0	691	Markers	event: fixationCrossStart
1.88002335074267	0	941	Markers	event: fixationCrossEnd
2.39802978461751	0	1200	Markers	event: presentedStimulus; stimulus:HTHB05
5.41806729485307	0	2710	Markers	event: scalePresented; scale: Likert-Faszination; stimulus: HTHB05
10.7561335960575	0	5379	Markers	event: optionConfirmed; scale: Likert-Faszination; stimulus: HTHB05; response: 4
10.7721337947872	0	5387	Markers	event: anchorsPresented; scale: SAM-arousal
11.790146438966	0	5896	Markers	event: fixationCrossStart
12.2901526492699	0	6146	Markers	event: fixationCrossEnd
12.8081590831447	0	6405	Markers	event: presentedStimulus; stimulus:HTLB17
15.8281965933803	0	7915	Markers	event: scalePresented; scale: SAM-arousal; stimulus: HTLB17
17.8302214594371	0	8916	Markers	event: optionConfirmed; scale: SAM-arousal; stimulus: HTLB17; response: 8
17.8462216581668	0	8924	Markers	event: anchorsPresented; scale: Likert-Offenheit
18.8642343023456	0	9433	Markers	event: fixationCrossStart
19.3642405126495	0	9683	Markers	event: fixationCrossEnd
19.8822469465243	0	9942	Markers	event: presentedStimulus; stimulus:HTLB15
22.9002844319187	0	11451	Markers	event: scalePresented; scale: Likert-Offenheit; stimulus: HTLB15
24.5863053730634	0	12294	Markers	event: optionConfirmed; scale: Likert-Offenheit; stimulus: HTLB15; response: 3
24.6023055717931	0	12302	Markers	event: anchorsPresented; scale: Likert-Schnheit
25.6203182159719	0	12811	Markers	event: fixationCrossStart
26.1203244262758	0	13061	Markers	event: fixationCrossEnd
26.6383308601506	0	13320	Markers	event: presentedStimulus; stimulus:HTLB16
29.6583683703862	0	14830	Markers	event: scalePresented; scale: Likert-Schnheit; stimulus: HTLB16
31.7103938574734	0	15856	Markers	event: optionConfirmed; scale: Likert-Schnheit; stimulus: HTLB16; response: 2
31.7263940562031	0	15864	Markers	event: anchorsPresented; scale: SAM-dominance
32.7444067003819	0	16373	Markers	event: fixationCrossStart
33.2444129106858	0	16623	Markers	event: fixationCrossEnd
33.7624193445606	0	16882	Markers	event: presentedStimulus; stimulus:LTHB05
36.7824568547962	0	18392	Markers	event: scalePresented; scale: SAM-dominance; stimulus: LTHB05
40.0344972466127	0	20018	Markers	event: optionConfirmed; scale: SAM-dominance; stimulus: LTHB05; response: 8
40.0504974453425	0	20026	Markers	event: anchorsPresented; scale: Likert-Stress
41.0685100895212	0	20535	Markers	event: fixationCrossStart
41.5685162998251	0	20785	Markers	event: fixationCrossEnd
42.0865227336999	0	21044	Markers	event: presentedStimulus; stimulus:LTHB09
45.1065602439355	0	22554	Markers	event: scalePresented; scale: Likert-Stress; stimulus: LTHB09
47.8765946490191	0	23939	Markers	event: optionConfirmed; scale: Likert-Stress; stimulus: LTHB09; response: 3
47.8925948477488	0	23947	Markers	event: anchorsPresented; scale: Likert-Faszination
48.9106074919276	0	24456	Markers	event: fixationCrossStart
49.4106137022315	0	24706	Markers	event: fixationCrossEnd
49.9286201361063	0	24965	Markers	event: presentedStimulus; stimulus:LTHB05
52.9466576215007	0	26474	Markers	event: scalePresented; scale: Likert-Faszination; stimulus: LTHB05
55.3506874806418	0	27676	Markers	event: optionConfirmed; scale: Likert-Faszination; stimulus: LTHB05; response: 4
55.3666876793715	0	27684	Markers	event: anchorsPresented; scale: Likert-Faszination
56.3847003235503	0	28193	Markers	event: fixationCrossStart
56.8847065338542	0	28443	Markers	event: fixationCrossEnd
57.4007129428878	0	28701	Markers	event: presentedStimulus; stimulus:LTLB14
60.4207504531234	0	30211	Markers	event: scalePresented; scale: Likert-Faszination; stimulus: LTLB14
61.7227666247547	0	30862	Markers	event: optionConfirmed; scale: Likert-Faszination; stimulus: LTLB14; response: 4
61.7387668234845	0	30870	Markers	event: anchorsPresented; scale: Likert-Offenheit
62.7567794676632	0	31379	Markers	event: fixationCrossStart
63.2567856779671	0	31629	Markers	event: fixationCrossEnd
63.7747921118419	0	31888	Markers	event: presentedStimulus; stimulus:HTHB14
66.7948296220775	0	33398	Markers	event: scalePresented; scale: Likert-Offenheit; stimulus: HTHB14
69.4128621392287	0	34707	Markers	event: optionConfirmed; scale: Likert-Offenheit; stimulus: HTHB14; response: 4
69.4308623627997	0	34716	Markers	event: anchorsPresented; scale: Likert-Schnheit
70.4468749821372	0	35224	Markers	event: fixationCrossStart
70.9468811924411	0	35474	Markers	event: fixationCrossEnd
71.4648876263159	0	35733	Markers	event: presentedStimulus; stimulus:HTHB21
74.4849251365515	0	37243	Markers	event: scalePresented; scale: Likert-Schnheit; stimulus: HTHB21
76.4529495803076	0	38227	Markers	event: optionConfirmed; scale: Likert-Schnheit; stimulus: HTHB21; response: 3
76.4709498038786	0	38236	Markers	event: anchorsPresented; scale: SAM-dominance
77.4869624232161	0	38744	Markers	event: fixationCrossStart
77.98696863352	0	38994	Markers	event: fixationCrossEnd
78.5049750673949	0	39253	Markers	event: presentedStimulus; stimulus:LTLB15
81.5270126024716	0	40764	Markers	event: scalePresented; scale: SAM-dominance; stimulus: LTLB15
83.979043057802	0	41990	Markers	event: optionConfirmed; scale: SAM-dominance; stimulus: LTLB15; response: 7
83.9950432565317	0	41998	Markers	event: anchorsPresented; scale: Likert-Offenheit
85.0110558758692	0	42506	Markers	event: fixationCrossStart
85.5110620861731	0	42756	Markers	event: fixationCrossEnd
86.029068520048	0	43015	Markers	event: presentedStimulus; stimulus:LTHB11
89.0491060302835	0	44525	Markers	event: scalePresented; scale: Likert-Offenheit; stimulus: LTHB11
91.1171317161005	0	45559	Markers	event: optionConfirmed; scale: Likert-Offenheit; stimulus: LTHB11; response: 1
91.1351319396714	0	45568	Markers	event: anchorsPresented; scale: Likert-Heimeligkeit
92.1531445838501	0	46077	Markers	event: fixationCrossStart
92.653150794154	0	46327	Markers	event: fixationCrossEnd
93.1691572031877	0	46585	Markers	event: presentedStimulus; stimulus:HTLB09
96.1891947134232	0	48095	Markers	event: scalePresented; scale: Likert-Heimeligkeit; stimulus: HTLB09
98.2252200017807	0	49113	Markers	event: optionConfirmed; scale: Likert-Heimeligkeit; stimulus: HTLB09; response: 5
98.2412202005104	0	49121	Markers	event: anchorsPresented; scale: Likert-Stress
99.2592328446892	0	49630	Markers	event: fixationCrossStart
99.7592390549931	0	49880	Markers	event: fixationCrossEnd
100.277245488868	0	50139	Markers	event: presentedStimulus; stimulus:LTLB19
103.297282999103	0	51649	Markers	event: scalePresented; scale: Likert-Stress; stimulus: LTLB19
105.31530806389	0	52658	Markers	event: optionConfirmed; scale: Likert-Stress; stimulus: LTLB19; response: 1
105.33130826262	0	52666	Markers	event: anchorsPresented; scale: Likert-Schnheit
106.349320906798	0	53175	Markers	event: fixationCrossStart
106.849327117102	0	53425	Markers	event: fixationCrossEnd
107.367333550977	0	53684	Markers	event: presentedStimulus; stimulus:LTHB14
110.387371061213	0	55194	Markers	event: scalePresented; scale: Likert-Schnheit; stimulus: LTHB14
111.737387829033	0	55869	Markers	event: optionConfirmed; scale: Likert-Schnheit; stimulus: LTHB14; response: 1
111.755388052604	0	55878	Markers	event: anchorsPresented; scale: SAM-arousal
112.773400696783	0	56387	Markers	event: fixationCrossStart
113.273406907087	0	56637	Markers	event: fixationCrossEnd
113.789413316121	0	56895	Markers	event: presentedStimulus; stimulus:HTLB21
116.809450826356	0	58405	Markers	event: scalePresented; scale: SAM-arousal; stimulus: HTLB21
119.663486274771	0	59832	Markers	event: optionConfirmed; scale: SAM-arousal; stimulus: HTLB21; response: 8
119.6794864735	0	59840	Markers	event: anchorsPresented; scale: Likert-Heimeligkeit
120.697499117679	0	60349	Markers	event: fixationCrossStart
121.197505327983	0	60599	Markers	event: fixationCrossEnd
121.715511761858	0	60858	Markers	event: presentedStimulus; stimulus:LTHB09
124.733549247252	0	62367	Markers	event: scalePresented; scale: Likert-Heimeligkeit; stimulus: LTHB09
128.921601264758	0	64461	Markers	event: optionConfirmed; scale: Likert-Heimeligkeit; stimulus: LTHB09; response: 1
128.937601463488	0	64469	Markers	event: anchorsPresented; scale: SAM-valence
129.955614107666	0	64978	Markers	event: fixationCrossStart
130.45562031797	0	65228	Markers	event: fixationCrossEnd
130.973626751845	0	65487	Markers	event: presentedStimulus; stimulus:LTLB19
133.993664262081	0	66997	Markers	event: scalePresented; scale: SAM-valence; stimulus: LTLB19
136.645697201532	0	68323	Markers	event: optionConfirmed; scale: SAM-valence; stimulus: LTLB19; response: 5
136.661697400262	0	68331	Markers	event: anchorsPresented; scale: Likert-Schnheit
137.679710044441	0	68840	Markers	event: fixationCrossStart
138.179716254745	0	69090	Markers	event: fixationCrossEnd
138.69772268862	0	69349	Markers	event: presentedStimulus; stimulus:LTHB20
141.717760198855	0	70859	Markers	event: scalePresented; scale: Likert-Schnheit; stimulus: LTHB20
143.619783822851	0	71810	Markers	event: optionConfirmed; scale: Likert-Schnheit; stimulus: LTHB20; response: 1
143.635784021581	0	71818	Markers	event: anchorsPresented; scale: SAM-arousal
144.65379666576	0	72327	Markers	event: fixationCrossStart
145.153802876064	0	72577	Markers	event: fixationCrossEnd
145.671809309938	0	72836	Markers	event: presentedStimulus; stimulus:HTHB09
148.691846820174	0	74346	Markers	event: scalePresented; scale: SAM-arousal; stimulus: HTHB09
151.643883485808	0	75822	Markers	event: optionConfirmed; scale: SAM-arousal; stimulus: HTHB09; response: 7
151.677883908109	0	75839	Markers	event: anchorsPresented; scale: SAM-dominance
152.695896552288	0	76348	Markers	event: fixationCrossStart
153.195902762592	0	76598	Markers	event: fixationCrossEnd
153.711909171625	0	76856	Markers	event: presentedStimulus; stimulus:LTLB17
156.731946681861	0	78366	Markers	event: scalePresented; scale: SAM-dominance; stimulus: LTLB17
158.98397465307	0	79492	Markers	event: optionConfirmed; scale: SAM-dominance; stimulus: LTLB17; response: 2
159.00197487664	0	79501	Markers	event: anchorsPresented; scale: Likert-Sicherheit
160.017987495978	0	80009	Markers	event: fixationCrossStart
160.519993731123	0	80260	Markers	event: fixationCrossEnd
161.036000140157	0	80518	Markers	event: presentedStimulus; stimulus:LTHB14
164.056037650392	0	82028	Markers	event: scalePresented; scale: Likert-Sicherheit; stimulus: LTHB14
166.674070167544	0	83337	Markers	event: optionConfirmed; scale: Likert-Sicherheit; stimulus: LTHB14; response: 3
166.708070589844	0	83354	Markers	event: anchorsPresented; scale: SAM-dominance
167.726083234023	0	83863	Markers	event: fixationCrossStart
168.226089444327	0	84113	Markers	event: fixationCrossEnd
168.744095878202	0	84372	Markers	event: presentedStimulus; stimulus:HTLB15
171.764133388437	0	85882	Markers	event: scalePresented; scale: SAM-dominance; stimulus: HTLB15
174.466166948919	0	87233	Markers	event: optionConfirmed; scale: SAM-dominance; stimulus: HTLB15; response: 3
174.482167147649	0	87241	Markers	event: anchorsPresented; scale: SAM-arousal
175.500179791828	0	87750	Markers	event: fixationCrossStart
176.000186002132	0	88000	Markers	event: fixationCrossEnd
176.518192436007	0	88259	Markers	event: presentedStimulus; stimulus:HTLB15
179.538229946242	0	89769	Markers	event: scalePresented; scale: SAM-arousal; stimulus: HTLB15
182.590267853937	0	91295	Markers	event: optionConfirmed; scale: SAM-arousal; stimulus: HTLB15; response: 7
182.608268077508	0	91304	Markers	event: anchorsPresented; scale: SAM-valence
183.626280721687	0	91813	Markers	event: fixationCrossStart
184.126286931991	0	92063	Markers	event: fixationCrossEnd
184.642293341024	0	92321	Markers	event: presentedStimulus; stimulus:LTHB20
187.66233085126	0	93831	Markers	event: scalePresented; scale: SAM-valence; stimulus: LTHB20
191.098373528468	0	95549	Markers	event: optionConfirmed; scale: SAM-valence; stimulus: LTHB20; response: 8
191.132373950769	0	95566	Markers	event: anchorsPresented; scale: Likert-Schnheit
192.150386594948	0	96075	Markers	event: fixationCrossStart
192.650392805252	0	96325	Markers	event: fixationCrossEnd
193.168399239127	0	96584	Markers	event: presentedStimulus; stimulus:LTLB15
196.188436749362	0	98094	Markers	event: scalePresented; scale: Likert-Schnheit; stimulus: LTLB15
198.856469887544	0	99428	Markers	event: optionConfirmed; scale: Likert-Schnheit; stimulus: LTLB15; response: 4
198.874470111115	0	99437	Markers	event: anchorsPresented; scale: Likert-Stress
199.890482730452	0	99945	Markers	event: fixationCrossStart
200.390488940756	0	100195	Markers	event: fixationCrossEnd
200.908495374631	0	100454	Markers	event: presentedStimulus; stimulus:HTLB22
203.928532884867	0	101964	Markers	event: scalePresented; scale: Likert-Stress; stimulus: HTLB22
206.280562098136	0	103140	Markers	event: optionConfirmed; scale: Likert-Stress; stimulus: HTLB22; response: 1
206.296562296866	0	103148	Markers	event: anchorsPresented; scale: SAM-arousal
207.314574941045	0	103657	Markers	event: fixationCrossStart
207.814581151348	0	103907	Markers	event: fixationCrossEnd
208.332587585223	0	104166	Markers	event: presentedStimulus; stimulus:HTLB23
211.352625095459	0	105676	Markers	event: scalePresented; scale: SAM-arousal; stimulus: HTLB23
213.438651004847	0	106719	Markers	event: optionConfirmed; scale: SAM-arousal; stimulus: HTLB23; response: 9
213.456651228418	0	106728	Markers	event: anchorsPresented; scale: SAM-valence
214.472663847755	0	107236	Markers	event: fixationCrossStart
214.972670058059	0	107486	Markers	event: fixationCrossEnd
215.490676491934	0	107745	Markers	event: presentedStimulus; stimulus:HTHB16
